Sequence,Score
7/X7/XX3/7/-/X2/6,186
1/XXXXX-/-/X4/7,217
4/XX5/XX9/1/XX15,202
XXX4/7/X6/XX5/6,212
XXXXX7/XX2/X69,244
XX1/7/2/7/X6/X6/1,178
X9/9/1/X3/7/3/XX910,199
XXXX4/2/4/XXX100,213
XXX1/4/5/4/6/7/X83,188
4/X-/X4/XX3/XX13,198
4/8/X3/-/1/5/6/X3/1,161
7/X1/4/X9/1/X9/5/4,174
6/XXXXXX3/3/2/4,222
XXXX6/XX9/XX34,235
2/1/XX8/4/XXX2/8,203
-/XXXXXX8/5/X15,239
X6/9/6/6/4/7/1/X2/9,172
5/2/4/X7/XX4/2/X49,185
XXXXX2/XXXX210,250
X4/X5/X5/4/X5/X53,192
X5/X9/XX-/7/X9/6,193
8/2/XXXXX4/3/9/2,210
X9/XXXXX3/9/X28,232
X1/X9/X1/XXX8/6,214
X7/6/XXX1/3/4/5/0,179
XXXX1/2/1/X6/X91,204
XXXXXX4/-/7/1/7,219
8/5/XX-/2/XXX7/4,198
6/8/X9/X6/8/4/X-/6,186
X6/2/XXX7/6/XX37,208
5/4/X8/3/9/XXXX38,210
XX1/6/XX9/X5/X03,199
X9/X2/XX3/XX6/8,207
XX1/6/6/XX2/2/4/10,173
X4/1/X4/3/X-/X4/8,182
8/X-/2/6/XXXXX27,219
5/X2/XX-/XXXX66,228
XX3/XX1/X-/X3/6,200
XX7/4/2/X9/X5/8/9,190
5/XX8/XX3/XX8/4,213
4/XX7/4/X9/7/X6/3,191
1/X5/-/XXXXX4/2,216
2/9/XXX1/-/7/6/-/4,177
XXXX6/X4/X1/7/8,221
XXXX7/X5/5/4/X77,220
9/3/XX9/4/XXX3/9,208
X3/9/XX9/8/XX6/7,209
XXX9/-/X9/3/4/3/6,185
1/5/2/6/5/XX8/9/4/1,170
XXX6/8/2/8/9/X2/5,198
1/3/X5/X5/X8/2/X75,187
XX8/-/X8/7/XXX96,219
X1/X5/9/9/XXX8/7,213
4/X1/XXXX5/XX54,229
X9/XXX3/6/XXX710,232
X1/8/2/X7/X6/XX10,182
1/XX-/X1/XX4/3/4,191
X7/7/XX4/1/8/-/7/7,174
X1/X-/5/5/5/X1/X03,178
X6/XXXX-/6/X5/4,210
9/XX5/9/XX9/X5/6,209
1/XXXX6/XX8/X61,231
5/1/8/8/X1/4/-/6/X83,168
3/-/6/-/XX2/XX-/3,171
X3/8/6/4/1/2/X8/3/2,156
X7/2/X4/1/XXXX42,203
3/X4/X3/9/XXXX15,216
8/XXX9/XX-/X5/8,217
X6/5/XX6/1/X1/1/4,177
X3/1/XXXXX4/6/8,219
8/6/XX9/XX4/XX98,225
8/8/4/XXXXX-/X98,229
X8/XX1/X5/XXX44,213
XX9/2/XXX9/X-/0,210
6/8/-/XXX6/3/9/X16,193
2/6/XXX3/X8/2/X62,199
7/X6/2/-/5/X-/2/6/5,160
7/4/X3/X8/X8/5/X80,187
5/-/6/X4/X4/2/X-/9,177
4/X7/XX5/9/XXX89,229
XXX8/X6/X2/3/X102,205
8/XXXXXXX1/7/4,242
5/-/X1/X-/6/X9/4/9,179
1/X-/XX6/4/X9/X23,195
1/X9/8/X6/1/-/5/8/5,167
4/XXXX3/X9/3/5/4,205
5/2/7/X8/-/3/9/X2/0,161
4/4/X6/4/X9/X6/X09,187
XXXX7/XX6/-/7/6,216
XX5/9/5/8/4/XX7/8,196
4/6/X7/XXX-/XX101,200
-/7/2/9/-/2/3/XX-/8,161
X3/XXX-/XXX8/2,220
X3/X4/XXXX1/X18,220
4/7/X-/9/X3/2/4/X48,184
1/7/XXXXXXXX80,263
XX5/7/4/1/9/X3/X710,192
XXXXXX7/2/X4/2,231
3/4/3/XXXX7/XX510,221
3/X9/X3/XX4/1/1/10,178
2/XX6/XX7/X4/X28,213
1/X3/XX2/X3/9/X103,196
2/XXXXX7/5/X4/5,227
7/X8/-/3/X1/X6/X78,188
1/8/2/X-/XX4/-/X15,180
7/9/XXXXX-/X7/7,226
4/9/XX2/7/XXX1/4,203
-/X3/XX1/4/6/XX27,192
-/3/8/XXX9/3/3/7/0,183
5/XXXX7/2/5/XX89,229
5/2/X5/8/X4/5/XX57,192
XX5/XXX7/XX6/5,223
2/-/X4/5/X5/XX5/1,181
X5/6/XXXX5/X-/5,216
1/8/8/9/XX3/X7/X1010,191
XXXXXXX3/1/X25,241
4/XXXXX5/3/9/-/10,209
3/9/X7/X3/7/1/X8/3,180
4/XXX4/9/5/-/8/X91,196
XX7/7/XXXX3/X70,224
8/3/9/8/6/9/XXX1/9,195
5/XX7/-/3/XXXX310,211
8/X2/X5/X5/1/X8/10,183
8/6/X6/3/X8/-/4/X410,173
XXX-/5/5/7/3/X8/2,182
8/XX6/9/X8/XX3/5,203
X6/X2/XX-/XX8/9,207
-/5/X8/XX1/8/X9/5,189
8/5/7/-/XX8/3/XX55,188
XXX7/XX1/X1/X210,214
X2/1/X9/XX7/X9/4,192
3/XX-/-/X7/1/XX13,176
XX8/7/3/8/XXX6/7,209
X1/8/X6/X9/XXX74,216
X9/3/XX4/X7/XX51,198
6/XX4/X9/6/1/X6/3,184
4/2/X-/-/XXX4/6/6,188
X4/X6/X4/X6/2/X310,190
4/6/3/X4/XXXXX81,226
XX8/X-/X1/9/XX70,211
6/3/2/1/7/XX6/X1/1,170
XXX3/XXX9/X6/6,228
9/5/X7/9/X5/X4/1/9,184
2/XX3/5/XX-/XX210,196
XXX6/X9/6/-/X2/9,201
X-/6/-/XX7/7/6/X42,182
5/1/1/5/9/XXX4/7/10,179
X2/XX5/XX5/X6/7,207
9/-/3/7/4/X-/6/X5/3,163
X5/1/XXX7/1/6/3/8,186
8/1/XXXX9/1/XX34,211
4/XX4/X1/XX9/X76,216
5/8/3/4/7/XXX9/X02,193
X-/5/XXXX6/3/8/1,203
XX3/XX-/4/XXX39,212
XXX-/X5/9/5/XX24,202
XX2/XXX8/1/1/8/0,190
XXX2/7/X4/X5/-/1,190
X4/XXXXXXXX55,265
9/5/4/9/2/XXXX9/8,207
2/6/X-/8/6/X-/XX310,191
7/X9/X-/8/X1/XX36,200
1/5/1/6/1/X2/7/X9/8,168
XXXX2/XX8/XX83,239
5/X3/5/XXXX8/-/9,212
X3/X6/XXX5/5/X57,212
X5/X1/4/2/X4/XX910,205
-/5/3/X7/1/X-/7/4/6,166
-/XXXX-/-/5/-/X98,202
4/5/-/5/X9/X5/9/X94,182
X8/X4/6/X5/8/X5/2,186
X9/XXXX9/3/XX82,230
XX2/X6/7/8/2/XX20,183
2/XXX2/2/XXX9/2,215
2/4/X2/X2/XX8/X106,200
XXX9/XX2/8/X5/0,209
XX4/5/4/9/4/XXX97,211
6/2/X5/6/5/X3/1/X18,173
-/9/XXX9/9/XXX02,219
XX9/X5/4/XXX4/7,214
5/X2/2/XX9/X-/X04,195
XX2/X5/XX-/8/-/10,182
7/2/5/X8/8/3/8/4/5/8,163
XX3/XXXX5/-/9/4,211
XXX7/5/XX8/3/7/4,204
XXXX6/3/3/8/5/X36,204
X-/8/6/8/X7/1/XX610,193
X6/X6/9/1/X4/X1/3,183
-/8/4/X1/9/-/X7/9/10,172
1/XXXXXXX4/3/3,240
6/XXXX3/-/-/2/-/6,181
XXX9/X1/6/X-/3/1,199
XX9/4/XXX7/5/4/7,206
XXXXX-/9/8/X-/2,219
X1/2/1/X1/5/8/8/4/4,162
X5/X5/2/XX6/XX14,194
X5/XXX5/X1/5/6/10,198
-/9/1/X3/1/8/XX1/10,172
8/X8/1/9/X9/-/X8/8,178
XX9/7/4/8/X2/9/7/6,190
X7/XXX1/X3/X9/3,204
7/2/6/5/1/X4/7/2/X13,157
1/8/7/1/8/1/6/3/XX46,168
X3/6/X-/-/6/X6/X95,186
XX9/3/XXX4/3/8/8,205
X9/XX2/2/X3/XX16,192
6/3/1/XXXX9/7/X30,203
X4/X-/XX6/4/XX20,194
XXXX-/5/5/X5/X21,203
XX1/XXXXX8/X66,241
2/XXXX4/-/X8/3/9,206
7/1/X-/3/2/3/8/1/8/9,155
8/4/X4/3/8/X3/XX53,188
X9/X7/5/X7/1/X8/0,176
X4/X3/X6/5/4/XX29,192
XXXXXXX4/5/X43,246
X4/X7/5/XX6/X5/2,193
XX1/4/3/6/2/X4/X26,174
X6/XX-/X6/5/XX60,197
X-/4/-/XX3/2/1/3/4,157
2/XXX5/4/3/2/X3/7,191
XX2/XX3/XX2/X70,204
X-/5/XXXX6/8/X54,218
X2/8/X5/X-/XXX52,210
3/7/5/XXX3/X8/-/9,194
XX1/X2/XX-/-/X56,192
2/4/X5/X7/8/XX9/9,200
-/4/XX3/9/7/XXX105,201
XX6/X7/X1/XXX103,212
XXX5/X3/1/X6/6/1,193
6/3/XXXXX5/8/X43,223
X3/2/X5/X9/4/X2/8,184
XXXX1/X9/X6/-/0,201
X8/XX9/7/XX2/8/4,200
5/8/X1/X-/X2/X3/7,195
X5/2/XX5/6/3/6/X66,184
XXX5/8/8/1/2/4/X65,189
1/4/2/3/X9/X9/X2/0,169
XXX7/XXXXXX49,264
5/X9/XXX2/2/4/X75,200
2/XXX7/2/8/9/XX75,215
8/-/XXXX4/9/X2/0,203
8/8/XXXX8/X9/X64,226
5/8/XXX8/XX6/X07,219
6/XX3/2/X8/X8/3/6,184
XX9/X1/-/XX-/X75,201
X2/2/8/XX3/1/XX16,182
9/4/8/5/5/XXX1/9/5,187
6/5/-/X5/5/XXXX87,213
8/6/XX5/XX4/X2/7,202
7/XXX2/8/6/XX6/1,203
X4/XX3/8/4/X3/1/6,182
2/4/4/XXX4/2/X2/5,189
1/4/4/-/XX1/5/XX74,182
1/XX5/9/XXX-/1/10,197
XXXX8/X2/XXX09,237
9/7/XX3/XX2/7/3/7,189
8/XXXX6/X-/XX65,233
X6/X1/6/5/3/XX2/2,178
5/X9/XX9/X8/XX210,207
7/XXX3/-/-/2/X8/8,183
2/XXXX3/XX-/X59,227
XX6/X9/XXXX6/0,222
1/1/7/X3/XXXX-/1,199
7/4/5/5/1/5/X-/XX37,173
4/X3/9/X5/7/5/X3/6,187
3/XX8/1/XX8/4/X109,202
XX6/XX4/X1/3/1/10,186
1/5/5/8/-/1/X9/9/X59,172
8/X7/2/X1/X7/-/8/10,172
X1/XX9/X1/3/XX67,211
2/X6/-/3/-/X5/1/8/5,157
X3/7/-/XXXXX6/8,221
6/9/XXX7/X8/X5/1,207
XX1/9/XX6/-/-/3/2,171
5/4/-/XXXX8/3/X52,202
6/X8/-/X3/X2/5/X10,176
9/XXX-/X8/X3/X105,207
XXXX-/2/XX9/-/4,205
3/8/X9/XXXXXX59,247
8/XX-/XX3/X5/9/7,199
X1/X2/7/X2/XXX41,206
XX4/1/XXX9/XX62,218
4/7/9/XXX2/XXX19,219
X-/6/1/X4/3/9/XX25,178
9/X5/X2/8/XX-/X102,192
X3/5/XX6/7/X8/X13,192
8/4/XX9/X5/1/-/X70,181
XXX8/1/X8/X-/5/1,195
7/5/X4/5/4/9/XX9/9,191
6/7/XX2/9/7/XX2/8,195
2/X1/2/4/XXX3/8/10,189
XX3/7/5/XX8/X5/0,193
8/X4/X9/X7/X1/1/7,188
XX8/-/-/XX9/X6/6,193
5/1/X3/9/X1/1/2/X610,177
XXX1/2/XX3/XX08,204
8/X8/6/5/X4/6/XX36,189
X8/XXXXX2/X2/8,230
XX7/9/4/X2/1/XX69,202
4/3/X2/XXXX6/X80,217
XX8/5/XX9/XX5/10,209
XXXXXXX2/8/3/2,235
XX6/X4/7/X7/9/X05,197
XXX4/XXXXX3/9,246
-/-/5/9/9/X3/6/XX610,189
4/8/XX5/XX3/XX210,204
X3/XX5/XXXXX48,241
8/XXX5/X6/1/X2/1,197
XX2/9/XX4/X7/X75,207
X5/X-/XXX7/X2/10,209
XX2/8/X6/2/2/XX89,199
XX9/5/X-/3/4/X6/5,186
XXX9/9/XX4/XX54,226
8/XX5/6/X1/8/5/1/7,182
X2/7/-/X1/8/X5/X43,182
1/XX8/XXXX7/1/0,216
X9/3/XXXXX8/X51,227
X6/XX3/X5/6/5/9/7,190
X9/9/X1/XX2/1/-/0,172
X8/7/X4/-/5/X4/X29,183
XXXXX6/9/X-/X67,238
1/7/1/XX7/XX7/X82,202
XXX-/1/XXX4/X23,210
XXXXXXXX7/X17,265
XX5/3/8/3/XXX4/9,202
X2/XXXX-/XX7/8,225
2/X1/4/5/XX1/X9/9,189
XX1/1/XXX4/5/X76,204
XXX9/X3/2/X9/X94,214
X8/3/3/1/X7/X8/X35,175
5/XX2/9/XXXX1/2,214
X3/X6/-/X4/2/XX75,191
X6/-/9/4/XX9/-/1/1,164
7/4/X-/XX1/XX3/1,189
XXX7/7/4/9/X5/1/4,192
X-/8/XX8/XX6/8/9,209
X6/3/X9/-/X4/8/2/5,168
X6/2/6/XXXXXX101,222
9/X7/XXX9/X3/3/0,202
XX7/XXX3/6/X9/10,208
5/X2/XX5/8/X-/X06,199
XXX1/X2/3/XXX17,213
XX5/4/8/XXX7/X03,207
9/1/X-/-/XXXXX83,220
X8/-/X5/2/XXX5/10,189
X9/X3/XXXXX5/7,232
8/5/-/X6/X-/-/X2/4,169
XXXXXXX9/XX47,264
X5/1/X8/XXXXX72,227
1/8/XXX6/7/7/5/-/3,186
3/7/7/XX-/X1/XX610,204
X3/7/X2/2/X6/XX010,181
XX4/X2/8/X2/9/5/7,193
3/9/1/1/-/X2/X1/X69,176
7/4/XX2/9/7/4/2/4/10,164
5/X-/4/6/-/4/4/6/4/7,155
X5/XX2/-/2/9/8/3/1,165
2/6/XX6/XXX9/9/0,210
-/X4/XX3/-/6/XX24,187
X9/XX2/4/XXX1/7,204
X6/XXXX5/X9/X86,229
XXX4/7/4/X-/2/X65,198
XX5/7/2/X8/3/XX43,188
8/X3/XX6/-/8/-/3/8,175
-/6/3/X5/XX8/XX76,207
XXX8/5/X1/XX-/7,210
XXXX-/-/X9/9/X54,208
9/9/X1/XXX-/6/2/10,189
9/8/X3/6/XXXX5/10,211
X5/4/5/XX8/5/X4/4,186
5/3/X9/XXXXXX30,229
XX8/4/XXX4/7/1/5,199
-/8/4/XX2/4/X6/X43,185
X8/XXXXX3/2/1/7,213
XXXXXX8/1/8/3/1,221
8/7/7/8/1/6/2/8/X-/7,166
3/XX2/XXX4/XX99,233
XX2/XX4/1/X9/3/7,187
XXXXX6/7/-/2/5/5,205
5/XX1/X6/X7/XX02,193
X3/XX7/4/9/5/XX83,204
X1/3/4/XXX5/X-/10,194
X-/-/6/XXX-/6/5/6,183
-/8/XX2/XX4/XX77,215
X6/XXXX7/1/X7/0,208
4/7/X2/3/XX5/4/5/8,182
5/X6/X1/X1/4/XX79,207
9/XX6/-/9/X1/-/8/0,173
XXXX4/9/1/XXX80,230
-/2/5/X4/XXXXX71,222
X9/8/4/X9/6/5/X8/6,179
XXX3/1/XX5/X-/8,207
X7/5/-/X7/4/4/1/5/1,150
2/X9/7/X9/3/8/XX51,189
3/8/XX4/XXXXX53,235
3/3/X9/4/7/X1/6/1/10,163
9/X-/XX3/X8/8/X46,201
X3/X7/8/9/X7/X7/9,196
6/XXX8/XXXX2/9,239
9/XX2/5/9/6/X9/X02,184
X1/XX1/5/XXX9/3,208
3/X9/X6/3/8/X7/-/1,172
8/3/1/3/9/X5/5/7/9/5,162
-/XXXX1/X2/6/9/10,208
7/X6/XX7/X8/1/X57,200
1/XXXXXXXX1/6,257
XXXXXXXX-/7/6,253
5/XX8/-/XX6/4/-/0,178
XXX1/-/X1/X-/3/5,189
XXXX4/XXXXX21,249
X5/X9/XX4/XXX04,208
XXX6/4/X9/9/XX07,206
X2/X8/8/4/X2/X-/6,188
2/XXX-/XXX1/X59,225
X5/3/X-/XX4/X9/4,191
6/XXXX6/7/XXX66,241
4/3/XXX8/XXX4/8,223
XXXX6/2/9/3/1/9/9,199
XX3/5/XXX-/XX109,210
XXXXX6/7/XXX61,246
XX4/X5/6/X3/7/X68,201
1/XXX5/2/X7/XX410,211
XX1/-/X6/XXXX50,211
X-/X8/-/X5/6/X2/9,185
7/5/6/6/8/X2/XXX64,201
XXXXX1/X5/XX13,226
3/XX5/3/X3/XX2/5,195
X4/X4/6/X2/6/2/7/5,176
X1/X6/-/3/XXXX16,201
9/XXX3/6/3/XXX33,211
X5/X-/X5/5/4/XX82,197
X8/2/XXX2/XXX107,214
5/7/2/XX4/-/XX7/8,188
9/X2/8/6/1/XX2/4/3,174
6/-/XX3/XX2/9/X95,198
4/XXXX1/X4/X5/2,213
XX1/8/3/6/XX2/1/8,179
XXX3/1/XX4/4/X65,203
X9/XXXX3/XX2/8,223
X7/2/XXX-/XX2/1,195
2/X7/1/X7/XXX9/10,202
6/3/5/XXX7/XX-/1,196
XXXX6/X8/XX1/4,221
7/6/XX7/X4/8/5/X77,200
3/6/XXXX8/2/8/X84,216
XXXX2/XXX5/X95,241
-/X6/1/XXXX8/5/3,207
X8/X4/X4/XX3/X78,208
X6/3/5/X6/XXXX36,210
X1/XXX6/XXX1/1,218
3/XX6/X2/XX3/1/10,192
3/XXXXXXX-/8/4,242
9/2/9/3/XX6/4/2/X56,177
-/6/7/XXX9/X9/X56,213
XX7/X8/1/8/-/1/X76,180
4/5/X3/3/6/4/X2/X69,183
4/9/8/8/2/5/4/XXX38,190
XX3/XX3/8/X2/3/0,187
7/3/6/XX9/XXX6/4,208
8/7/XXX9/-/8/X3/9,203
6/X7/X1/XX3/X9/5,198
2/X3/XXXXXX4/8,242
XXXXXX1/7/9/X88,243
3/XX3/X4/X6/6/X70,196
1/5/-/X3/5/XX5/2/10,169
X6/XXXXX1/7/4/9,221
2/4/X1/6/XX-/XX72,196
X9/XX-/X7/X7/8/0,188
X6/XX2/XX9/-/3/7,191
5/3/XXX9/X7/1/2/3,188
8/9/6/7/1/X6/8/-/6/8,165
XXXX2/5/XXX6/5,228
2/X3/XX5/2/3/X6/1,181
4/XX7/X3/X5/X-/0,197
X6/-/XX4/X5/X2/1,185
6/XX5/X3/4/XX5/1,195
5/XXXX9/X6/XX65,236
5/XXXX2/XXX8/8,238
9/6/XXX6/5/2/8/-/3,180
9/X2/X-/9/4/XXX34,203
9/3/X4/X7/X3/4/9/3,179
X3/9/X1/1/X4/6/4/10,172
1/1/5/XX3/XX5/3/2,179
8/8/X9/5/XX9/4/2/2,180
X6/8/X-/-/3/6/X9/10,169
1/7/9/1/7/3/9/4/5/X80,163
XXX7/X8/XXX5/8,230
X2/7/3/8/8/9/6/X1/3,174
8/X3/8/XXX2/X8/10,202
X-/X2/7/2/-/4/X7/9,172
1/6/XX4/3/-/XXX63,198
3/XXXX8/3/4/-/X03,198
X2/4/6/XXX-/7/X25,194
4/1/XX-/5/XXX9/9,204
6/X3/6/4/X1/XXX43,201
5/X-/XXXX4/9/5/8,216
9/X5/9/7/XXXX5/5,216
X4/5/XXX6/XX3/1,205
9/XX1/2/6/-/5/-/3/10,149
XX-/6/XX2/XX9/3,200
XX8/XX7/XX5/8/9,217
4/XXX8/8/X6/8/X09,213
6/6/5/4/1/X4/-/X1/8,164
7/4/6/X7/X-/XXX81,207
X1/6/XX-/3/2/X6/9,180
XX1/XXXXXXX71,256
-/1/9/2/1/XX6/2/5/9,165
4/X6/XX2/7/-/9/X27,187
1/XX8/XX3/X-/8/0,199
-/X5/1/XX9/X1/X15,196
XXXX-/3/X2/1/X34,201
XX9/X6/7/3/X2/X80,197
XXX2/1/X3/X6/3/0,186
X9/-/8/4/X5/4/XX67,185
X7/9/5/2/X7/XXX78,208
X-/X2/X3/X5/X3/8,198
XXXX6/X-/9/7/3/0,205
7/7/-/-/X5/5/6/2/4/10,146
7/7/7/1/6/XX9/5/9/0,174
4/XXXXXXX7/9/1,247
X-/X5/XX2/8/XX85,211
3/-/2/9/9/1/9/X6/X83,171
X3/1/-/XX6/7/X6/10,176
5/XX5/X6/XXXX30,221
7/XXXXXX-/X5/0,230
X8/XX3/1/XX4/1/0,179
X5/X2/X4/XX4/X41,199
8/XXXXXXX-/4/6,240
9/XX7/XX2/XXX62,223
9/X9/8/X3/X1/X7/9,197
1/7/X7/2/XXXXX92,229
7/X8/XX8/XXX-/4,212
XXXXX4/6/3/X9/7,220
8/X3/X9/XXX7/X16,214
3/XXX5/XX2/X9/10,209
XX6/XX4/-/X5/X67,203
X9/6/X6/4/4/X1/X75,186
X2/-/XXXXX7/X56,228
6/1/-/XXXXX9/X22,214
XXX7/7/XXX3/5/5,217
-/8/X2/X-/X9/4/X97,198
XXX5/X6/3/XXX43,219
XXXX9/-/5/X5/6/1,201
XXXX1/8/X3/X9/6,215
-/XXXXX9/5/X7/5,229
X8/1/X7/2/1/X6/7/2,163
XXXX7/X3/1/6/X73,214
9/4/XX9/XXX2/X58,218
4/-/X5/X8/3/2/8/1/3,157
4/XXXXXX-/3/X54,232
XXX5/X9/9/5/1/X91,200
5/7/XX1/9/X9/7/X78,199
7/X6/-/X1/7/XXX78,209
XXX7/4/XX2/X7/10,205
9/X7/XXXXX8/X88,244
X4/-/X3/X6/2/X7/8,180
5/6/XXXXXX6/X58,245
XX8/XXXXXXX40,256
XX8/3/7/9/8/XXX42,205
X5/2/8/6/XXX8/5/9,198
XXXXX5/XXXX110,250
X6/XX1/XX2/4/X44,195
XX6/1/1/-/XXX5/8,191
9/XX7/8/6/5/2/X9/7,185
XX5/9/XXX1/5/8/10,200
1/X-/X5/6/6/7/XX46,193
XXXXX3/XXXX06,249
X-/8/X3/3/X9/XX410,195
7/X6/XXX8/X-/X44,216
X7/5/XXXXX2/X31,221
2/4/-/X6/XXXX3/9,206
XX4/9/2/X2/X1/X28,195
-/4/3/4/X5/X5/XX85,192
7/6/XXX8/4/9/X4/6,203
4/XXXX3/6/X2/2/6,207
X2/-/9/1/X6/8/8/X65,177
XX-/5/XXX7/9/X02,203
XX3/XXXXX-/1/4,218
7/-/XX-/1/3/5/9/2/4,154
XX1/XX5/X1/7/5/7,195
XXXXXXX1/4/X05,240
5/-/X3/XX9/1/X9/0,180
X3/7/8/X1/XX4/7/3,189
XX3/3/5/3/XXXX108,205
1/3/X6/X2/X2/X-/3,186
9/6/8/XXX9/X4/X57,215
XXX7/XX-/XXX29,230
3/-/X5/X2/2/-/XX98,188
XX4/5/X5/-/XXX16,197
X6/8/3/7/7/4/X3/X05,174
7/XX4/9/XXX4/8/3,208
7/1/XX1/XXXXX106,221
2/XX7/9/1/1/8/4/2/9,171
9/XXX2/X7/1/3/-/3,179
4/5/8/6/4/XXXXX74,221
2/5/X8/3/8/X9/XX73,193
4/X-/X9/8/2/7/X2/5,182
X1/X5/2/7/-/X5/5/5,169
X8/7/XXX1/X3/1/1,190
X1/X5/-/6/5/6/X5/10,169
8/X4/XX7/XXXX36,229
5/X5/XXX-/X8/X43,207
X3/XXX8/XXXX07,235
XXX6/6/2/6/XXX06,206
X1/XXXXXXX3/3,246
XXXX4/1/7/X7/3/9,204
8/5/8/3/XX8/X9/X92,195
3/3/XXXX4/X3/X33,213
XXXX4/1/XX4/X810,227
XX4/XX2/XX6/X26,210
6/XX4/4/-/XX8/7/1,184
9/X9/XXXX8/XX71,233
XXX5/6/9/9/X6/X55,209
X7/XXX2/-/X3/X101,195
3/X1/XXX3/5/XX74,216
8/-/X9/XX1/X6/6/1,178
X3/XX3/4/8/1/X6/0,176
X3/2/8/XXXXXX77,241
2/6/XX9/XXX8/8/5,216
4/1/XXX6/XXXX91,236
9/XX1/1/X2/3/X1/2,177
X5/XXXXXX5/9/8,242
7/X-/X4/3/X1/XX00,183
X2/X9/X9/X-/9/6/6,191
4/XXX6/X-/4/6/9/4,199
X3/-/XXXX1/XX88,225
8/4/6/X3/6/X-/5/6/10,169
3/XX5/XX1/8/XX810,220
3/3/4/XXXXXXX61,240
XXXX7/-/X8/6/4/5,202
X6/4/9/4/5/6/9/1/X99,176
XX-/X6/XXX7/X82,217
6/XXX6/X5/3/XX75,218
XXX6/9/1/X7/X4/4,200
X6/X2/XX-/7/XX52,199
X2/4/6/XXXXX-/2,212
XX8/5/XXX1/1/X65,206
6/8/1/XXXX8/9/X47,217
X9/5/7/1/XX1/6/X65,181
X9/2/7/1/X4/XXX108,191
1/X3/1/2/X8/7/X8/6,176
-/XXX9/5/9/5/XX71,213
XX5/XXX5/XX4/5,219
6/1/XXX1/XX6/-/5,193
2/X-/X1/-/-/6/1/X43,164
XX6/X5/X2/X1/5/6,197
X1/8/4/XXX-/X2/6,198
2/XXX3/3/XXX8/0,214
8/XX3/4/6/2/X2/7/9,181
XXX1/1/XX5/2/6/10,187
XX7/4/4/XXX2/-/6,193
X-/6/XX2/-/9/XX58,195
9/XX5/XXXX5/7/9,226
3/X4/XXXXX9/X79,245
2/7/8/8/7/3/XXX1/5,189
9/XXX8/X4/1/XX13,204
-/9/XXX6/XXXX210,233
XXX3/XX7/XXX54,234
2/X4/X6/X8/-/-/-/2,162
X4/XXXXXXX1/10,243
X8/2/9/3/6/2/XXX66,190
4/XX8/9/1/4/X-/6/0,178
X1/5/1/XX8/X4/7/7,188
2/X2/3/X-/9/9/7/5/5,178
1/-/XX7/X6/XXX41,206
XXX7/2/X6/XX2/3,204
XXXXXXXXXX34,280
X1/1/XX5/X-/XX51,197
3/XX5/XXX-/XX108,216
X4/1/XXX3/8/XX109,204
5/X9/3/X-/XX2/X810,203
1/9/X2/5/X7/8/X6/10,184
8/8/-/XXX2/2/9/1/7,179
X5/XX3/XXX1/X35,212
XXXXXXXXX-/7,267
XXXX3/X6/XXX03,226
5/8/3/5/2/-/5/1/X2/2,146
8/X9/XX-/-/9/9/5/4,177
6/XXXX7/4/XX1/9,221
XXXX8/X9/XXX87,251
9/X7/XX9/8/XXX103,213
4/XXXX1/X4/X6/2,213
XXX3/-/9/6/XX4/10,194
XX6/XX9/2/7/9/1/2,186
8/9/XXXX9/1/X9/10,211
XXXXXXXX1/X36,260
XXXX9/4/X-/6/2/3,204
9/1/2/XXX9/8/3/-/9,182
XX4/XXXXX6/X71,238
-/-/X5/7/-/X2/2/8/10,159
7/XX4/8/X7/XX1/4,197
XX-/1/8/6/7/-/-/9/0,151
X-/5/X6/XX-/X-/3,188
6/7/X7/X4/-/X5/7/4,178
-/X1/-/XX5/XXX1010,199
X2/XXX7/5/5/4/X21,194
X3/X8/XX2/XXX105,210
3/1/X5/9/X8/XXX32,198
6/XX3/X8/6/X8/X25,196
-/2/7/X8/1/7/XXX62,191
4/-/-/7/1/X-/XXX82,186
3/X1/1/4/XX3/9/-/3,170
X1/5/-/2/XX9/7/5/7,175
XXX5/5/5/3/4/3/X47,186
3/XX6/-/3/1/XX1/9,180
7/4/XX6/3/8/2/5/3/9,170
9/9/9/-/XXX8/5/X210,197
3/XX3/8/X1/9/-/X21,183
XX-/X7/X-/X7/X46,200
X4/4/XXX1/9/XX03,197
2/4/XX9/X8/XX1/6,200
-/4/1/X1/4/6/1/X8/5,161
X4/X1/8/3/4/8/XX710,196
2/-/-/XXXX8/XX61,211
6/X1/X7/-/XX8/X12,191
X8/-/XX9/XX3/X99,210
2/X8/X9/2/X5/1/X25,180
XX6/X1/XX6/X8/10,204
8/2/XXXXXX4/3/10,221
7/X8/XXXXXXX26,250
6/X9/-/X6/XX1/3/10,176
4/X5/XX3/8/7/X6/4,192
XXX9/X-/9/XX9/7,224
XXXXXXX6/3/X108,249
6/9/1/X6/X7/X5/X79,196
9/4/4/1/8/-/4/8/3/8/10,142
XXXX7/4/-/X6/X84,213
XX7/XXX-/X4/X72,216
7/-/XX3/7/X3/4/-/10,166
8/X-/X8/9/X8/6/X76,198
XXXX-/XX6/XX46,230
7/XXXX5/4/X8/X63,218
XX9/X3/2/7/7/5/X83,191
3/5/4/4/1/6/-/X9/X710,166
X9/5/9/X2/7/3/8/-/3,165
X3/X7/X4/X8/X1/4,194
X6/8/X4/X3/3/XX70,195
